Train Set Index,Label,AUM
5203,Lizard,-2.6102582500000002
27271,Mouse,-2.6101418499999998
8798,Butterfly,-2.60909645
2663,Lobster,-2.6089605000000002
45178,Turtle,-2.6085847500000003
32007,Trout,-2.6085197
12291,Woman,-2.6084656
35464,Boy,-2.6069418
42424,Cup,-2.6051410500000003
13947,Man,-2.6047412000000003
8728,Shrew,-2.6036532999999995
18036,Lion,-2.60303135
10042,Streetcar,-2.6030207499999998
20100,Sea,-2.6011757500000003
22945,Forest,-2.5999469
4149,Dinosaur,-2.5998617499999996
24692,Worm,-2.59842405
42137,Castle,-2.5969024999999997
24847,Rabbit,-2.5966011
16770,Mouse,-2.59578185
42602,Lizard,-2.59558795
29851,Snake,-2.59484735
14476,Squirrel,-2.59426735
20880,Cup,-2.5940810499999998
29581,Turtle,-2.5934224
35304,Mushroom,-2.59285045
4977,Rabbit,-2.5921703999999997
32785,Camel,-2.59171045
4827,Spider,-2.5906342999999996
9209,Bowl,-2.589957
24760,Telephone,-2.587211
35313,Shrew,-2.5867641
47502,Butterfly,-2.5862598500000002
25837,Train,-2.5860472999999997
45307,Train,-2.5853358500000003
28299,Squirrel,-2.5849248499999997
36787,Rabbit,-2.5841679
17096,Rocket,-2.5835174
1883,Table,-2.5828178499999996
35720,Lobster,-2.58274735
16157,Poppy,-2.5797290999999998
2196,Palm Tree,-2.5795163
14941,Rabbit,-2.5788394000000006
35222,Seal,-2.57871105
6896,Bear,-2.57861695
10337,Cloud,-2.5782298
47299,Rabbit,-2.5776318
36830,Baby,-2.5774957499999998
45337,Seal,-2.5765404499999995
10305,Lamp,-2.576067
30260,Man,-2.57500405
14544,Dinosaur,-2.5748975
31468,Tulip,-2.5730652000000003
30757,Telephone,-2.5722984
15422,Rose,-2.5711394500000004
16666,Turtle,-2.5695310000000005
21617,Baby,-2.56854285
8107,Lion,-2.56790655
2811,Caterpillar,-2.56787515
19531,Bed,-2.56700925
6575,Otter,-2.56646605
32888,Table,-2.5659425000000002
22347,Forest,-2.56552425
49190,Willow Tree,-2.56507375
47706,Man,-2.5640025
27886,Streetcar,-2.56397685
15862,Seal,-2.5636797499999995
12975,Bus,-2.5634372
37366,Skunk,-2.5633254
26309,Squirrel,-2.56325865
43193,Wolf,-2.5611859500000005
24642,Cloud,-2.5610448999999997
45107,Mouse,-2.5598346000000003
40185,Flatfish,-2.5591904999999997
40386,Beaver,-2.55900135
43326,Turtle,-2.558828
49314,Wolf,-2.5586413
20144,Cockroach,-2.5574931
7147,Willow Tree,-2.55623425
38807,Crab,-2.5557678
9987,Whale,-2.55561815
29642,Spider,-2.5555068499999996
7519,Maple Tree,-2.5554903500000004
28649,Keyboard,-2.5553175
18432,Beetle,-2.5544336000000003
40581,Ray,-2.55396035
8706,Clock,-2.5539202999999997
33266,Crab,-2.5533555
48468,Fox,-2.5527041500000003
45558,Television,-2.5507324000000002
22773,Mouse,-2.5503225
33105,Otter,-2.5498635
14256,Baby,-2.5488280999999997
25194,Crocodile,-2.5478449999999997
24302,Bowl,-2.54731415
5174,House,-2.5464326
41721,Ray,-2.5450067499999998
8391,Crab,-2.54368635
3227,Boy,-2.54318965
39134,Lizard,-2.5407647
19126,Lobster,-2.5403278499999997
34815,Crab,-2.53987195
12372,Lizard,-2.53837345
17980,Bowl,-2.5377966
14779,Squirrel,-2.5376448
4546,Worm,-2.53684525
19089,Aquarium Fish,-2.5364267
18523,Leopard,-2.5362346999999996
21878,Camel,-2.5361984
24362,Kangaroo,-2.53617545
37464,Wolf,-2.53595255
47500,Mouse,-2.5355703
31823,Table,-2.5348564
10663,Turtle,-2.53319985
48552,Spider,-2.53077435
29985,Telephone,-2.5299903500000003
2771,Ray,-2.5298553
28075,Crocodile,-2.529796
638,Beaver,-2.52910685
39703,Lion,-2.52819825
7758,Spider,-2.527897
26445,Shrew,-2.52789425
33567,Crab,-2.5268078999999997
48077,Mouse,-2.5262411
42664,Shrew,-2.5257969
17091,Squirrel,-2.5253889
22193,Elephant,-2.524965
17395,Lobster,-2.52495815
2147,Sunflower,-2.5235423
33768,Maple Tree,-2.5231491000000004
39984,Trout,-2.5227632499999997
43562,Clock,-2.5222905
20891,Baby,-2.52198435
42211,Bottle,-2.5219587499999996
42792,Seal,-2.52159095
32377,Lawn Mower,-2.5206847
14010,Seal,-2.5193912
32648,Pine Tree,-2.5180353999999996
16403,Shrew,-2.5165819
19597,Beaver,-2.5164394000000003
49231,Mouse,-2.51632585
40488,Keyboard,-2.51627385
21114,Train,-2.5162124500000003
38018,Tiger,-2.5156402
12312,Lamp,-2.51464525
9318,Otter,-2.51460255
13974,Seal,-2.5143352500000002
25969,Can,-2.51423955
14199,Bear,-2.5137414
15847,Cattle,-2.513628
30525,Turtle,-2.513567
14463,Plate,-2.51338675
42739,Train,-2.5133786000000002
19451,Otter,-2.51291815
43641,Train,-2.5128379
18358,Flatfish,-2.5121628499999997
33893,Wolf,-2.5106094
26739,Willow Tree,-2.5096344999999998
33861,Table,-2.5093023
7221,Crab,-2.5086809499999996
33757,Butterfly,-2.5078085999999997
19771,Crocodile,-2.50771415
31947,Flatfish,-2.5072875
42832,Bottle,-2.5067293
4456,Bear,-2.50579435
1473,Man,-2.5057053500000004
33267,Beaver,-2.50478125
11699,Can,-2.50364565
21006,Possum,-2.502772
24710,Girl,-2.5023361499999996
33940,Snail,-2.5022849000000003
30419,Bee,-2.50173665
21245,Snake,-2.499633
9853,Ray,-2.4994560000000003
31445,Cloud,-2.49939905
23790,Camel,-2.49936445
13379,Mushroom,-2.4991872500000003
33778,Lizard,-2.497339
3917,Elephant,-2.49724235
49622,Possum,-2.4963297
17037,Skyscraper,-2.4960216500000003
936,Possum,-2.49463055
17690,Mouse,-2.4940177500000003
23788,Shrew,-2.49395935
47221,Plain,-2.4939473000000003
20476,Crocodile,-2.49344445
27049,Possum,-2.49335365
45082,Whale,-2.4927903999999996
19181,Beaver,-2.4914764
32822,Crab,-2.4913093
37384,Turtle,-2.49059645
22538,Castle,-2.490313
38805,Crocodile,-2.4896822
18282,Mouse,-2.48963295
35092,Dinosaur,-2.48920555
18084,Cattle,-2.4888916500000002
15923,Aquarium Fish,-2.4887253
2994,Flatfish,-2.4876376999999996
34964,Fox,-2.4873979
16545,Mouse,-2.4871409
548,Pear,-2.4861945000000003
17460,Wolf,-2.48567595
6952,Lizard,-2.4856670000000003
30176,Boy,-2.4852122
40703,Bottle,-2.484436
20892,Fox,-2.4840628
24849,Television,-2.4840204999999997
3632,Seal,-2.484008
26747,Bottle,-2.48328325
37946,Whale,-2.4818442000000003
1091,Mushroom,-2.48173085
10124,Maple Tree,-2.4813666999999997
16825,Shrew,-2.4809733
18663,Forest,-2.4809484
42243,Lawn Mower,-2.47886585
29441,Couch,-2.4765314
22236,Willow Tree,-2.4763224
13874,Crocodile,-2.47527455
35897,Raccoon,-2.47291415
16588,Aquarium Fish,-2.4721291
7420,Beetle,-2.4714347500000002
49723,Shark,-2.4709620500000002
14642,Baby,-2.4707330499999998
9782,Caterpillar,-2.4691956
1117,Mouse,-2.46902215
13339,Raccoon,-2.4684985
26920,Poppy,-2.4684042
19401,Clock,-2.4678434499999997
22705,Baby,-2.4677729499999996
15871,Shrew,-2.4669441
165,Snake,-2.4662643500000003
11217,Possum,-2.46586325
22636,Pickup Truck,-2.4634788499999996
32543,Lamp,-2.4618493
16443,Squirrel,-2.46080605
48107,Clock,-2.460577
12684,Camel,-2.45978155
12628,Cattle,-2.45938715
23064,Bus,-2.4584415
7505,Motorcycle,-2.4582545
17499,Flatfish,-2.4577959499999995
11205,Skunk,-2.4572442
48815,Streetcar,-2.4571819
48261,Woman,-2.4571501
15033,Seal,-2.4569887
1101,Ray,-2.4566617500000003
1340,Couch,-2.4565487
31716,Aquarium Fish,-2.45651945
31157,Tulip,-2.4559132999999997
34769,Shark,-2.455636
12318,Pine Tree,-2.4552223500000006
26881,Bottle,-2.45508305
14055,Man,-2.45497405
46958,Bear,-2.45403195
39561,Wolf,-2.4535525000000002
24574,Shrew,-2.4534493499999996
21279,Rabbit,-2.4529579000000004
25849,Cup,-2.4529128
25373,Boy,-2.4527546000000005
15734,Seal,-2.45005105
19155,Seal,-2.44944155
47875,Dolphin,-2.44838095
34105,Rabbit,-2.4478399499999997
36003,Ray,-2.4475211999999997
6854,Beaver,-2.447305
15072,Seal,-2.4469890000000003
26691,Plain,-2.4467543
26039,Bowl,-2.4463386000000003
4835,Pear,-2.4457007500000003
39438,Couch,-2.4456048
39496,Squirrel,-2.4455124
5259,Bottle,-2.44508585
46312,Spider,-2.4441862
19519,Cattle,-2.4427465
3751,Raccoon,-2.4425434
40076,Man,-2.4404255
18346,Bowl,-2.44037065
42608,Bear,-2.4392943999999996
36321,Pear,-2.4385510999999997
20890,Shark,-2.4384209500000003
27794,Seal,-2.4382996
29106,Oak Tree,-2.437832
47690,Willow Tree,-2.4374409999999997
37211,Bowl,-2.43699535
24372,Shrew,-2.4368466
44569,Turtle,-2.436778
5650,Girl,-2.43669385
13598,Camel,-2.43642855
39684,Couch,-2.4356173
4064,Bowl,-2.43539455
1870,Girl,-2.4351836000000002
21859,Flatfish,-2.43508395
32050,Shrew,-2.43500125
49547,Baby,-2.4340262000000004
45798,Shrew,-2.43347485
28047,Caterpillar,-2.4331487000000003
26614,Mushroom,-2.4327856
28498,Trout,-2.4317824
7695,Lobster,-2.431609
30462,Porcupine,-2.4309495500000002
39889,Sweet Pepper,-2.4304937
11664,Dinosaur,-2.43017575
38335,Trout,-2.4281112
4755,Rabbit,-2.42796295
35063,Whale,-2.42772615
33974,Willow Tree,-2.42771965
43789,Snake,-2.42769245
10517,Otter,-2.4273296
45587,Otter,-2.4267161
4958,Can,-2.4266529500000003
49239,Bus,-2.4265696500000002
419,Tulip,-2.4262557
7318,Crab,-2.42616635
11715,Camel,-2.4259593500000003
8916,Lobster,-2.42586235
43300,Shark,-2.4257157
23283,Willow Tree,-2.4256883
38903,Mouse,-2.4255339
8652,Castle,-2.4253126
8129,Woman,-2.4252634
20707,Ray,-2.4250012499999998
42822,Skunk,-2.4246638
1115,Train,-2.42354025
4931,Bus,-2.42286635
43695,Whale,-2.4221586
36457,Crocodile,-2.41999475
11292,Forest,-2.4199218
28196,Man,-2.4198841
46761,Otter,-2.4196223000000003
17519,Cup,-2.41884175
6167,Boy,-2.4187126
46864,Lobster,-2.41866185
2071,Forest,-2.4184668
48257,Crocodile,-2.41756805
10350,Porcupine,-2.41616635
6714,Rabbit,-2.41513205
36511,Ray,-2.4148902000000003
36940,Lizard,-2.41475565
28247,Chimpanzee,-2.4145606
40781,Spider,-2.4114670499999997
18550,Rabbit,-2.4114240000000002
28538,Seal,-2.40982605
17998,Snake,-2.40968965
32325,Bus,-2.4093147
39643,Dinosaur,-2.4091089
8819,Mouse,-2.4088192000000004
26668,Snake,-2.40823595
5529,Mountain,-2.4077083
44751,Cup,-2.4076286500000004
20113,Seal,-2.40758885
45533,Otter,-2.4064598
42734,Kangaroo,-2.405493
6988,Boy,-2.4054471499999996
38895,Tulip,-2.40531935
30318,Cup,-2.4052775
4446,Possum,-2.40485885
48885,Raccoon,-2.4043726
46856,Otter,-2.4035889999999998
6145,Skyscraper,-2.40354645
11185,Bowl,-2.4031304999999996
26376,Rabbit,-2.4027431000000004
49712,Train,-2.4025322
48770,Camel,-2.4024272499999997
22567,Possum,-2.40233145
18535,Hamster,-2.4021162
16449,Keyboard,-2.4019692
23673,Seal,-2.40156235
34725,Tractor,-2.4008796500000003
19137,Forest,-2.4000768500000005
592,Pear,-2.3998319
19039,Dolphin,-2.3994534
5278,Seal,-2.3985639500000002
38532,Shrew,-2.39811225
38600,Cloud,-2.3972382
38793,Baby,-2.39717075
25583,Beetle,-2.3966239000000003
3086,Spider,-2.3953773
5359,Lamp,-2.39516045
30781,Bridge,-2.3945918500000003
25153,Couch,-2.39436745
20537,Lion,-2.3938005
27234,Fox,-2.39292445
30225,Bowl,-2.3928665000000002
38825,Squirrel,-2.3925780999999997
2559,Bowl,-2.3923749
41018,Spider,-2.3921455
36694,Otter,-2.39191675
18061,Willow Tree,-2.3917916
45261,Trout,-2.3910985
31594,Crocodile,-2.3906310499999996
39580,Mushroom,-2.39062175
22395,Streetcar,-2.39036285
13434,Clock,-2.3903452
40025,Mushroom,-2.3901499
8835,Aquarium Fish,-2.3898843999999997
9551,Lawn Mower,-2.3887634
12431,Spider,-2.3885698
29051,Mountain,-2.38800505
7372,Beaver,-2.38732705
19139,Shark,-2.3865761500000002
33346,House,-2.3848831500000003
39387,Television,-2.3845286999999997
45614,Rocket,-2.3841710000000003
17819,Turtle,-2.38386765
25435,Shrew,-2.38344965
12510,Spider,-2.3833975
41354,Squirrel,-2.3829234500000003
2341,Lamp,-2.3821849999999998
10044,Couch,-2.3817949499999997
47198,Elephant,-2.3815095
29978,Oak Tree,-2.3812599
11366,Man,-2.3804070499999996
27446,Lobster,-2.38005725
24331,Turtle,-2.3790864999999997
35411,Crab,-2.37880525
4157,Bus,-2.378472
13499,Lawn Mower,-2.3752874999999998
40023,Lion,-2.3751376499999997
48151,Otter,-2.3751095499999995
29295,Forest,-2.37376065
4208,Couch,-2.37353435
42540,Turtle,-2.3735016
45499,Raccoon,-2.3733811
10774,Man,-2.37327325
22544,Table,-2.37001835
29069,Turtle,-2.3688031
18132,Oak Tree,-2.36860845
22292,Mountain,-2.36821
37597,Possum,-2.36717225
11607,Woman,-2.3663226
31023,Dinosaur,-2.365987
13179,Tiger,-2.3646263000000003
4473,Forest,-2.3643323
37614,Squirrel,-2.3642724999999998
11583,Girl,-2.36420455
14478,Pine Tree,-2.3640618499999997
29447,Couch,-2.3635106
5380,Leopard,-2.3633075000000003
30706,Rocket,-2.36325205
45018,Seal,-2.36233745
12712,Castle,-2.3606192
11139,Baby,-2.360264
25709,Possum,-2.3599779
29268,Bed,-2.35969615
10781,Dinosaur,-2.3587557
30479,Worm,-2.356389
1521,Couch,-2.3562493
18587,Man,-2.3562260000000004
25526,Otter,-2.35569405
20329,Snail,-2.3550338
19639,Kangaroo,-2.3533698000000003
45383,Butterfly,-2.353295
5312,Motorcycle,-2.3525066
24070,Lobster,-2.35188155
10919,Pine Tree,-2.3518016999999998
33127,Seal,-2.3517213999999997
884,Crab,-2.3515912
35310,Worm,-2.3515506000000004
23139,Lizard,-2.35069655
12607,Mouse,-2.3499796999999996
24096,Otter,-2.34859015
43833,Lamp,-2.348351
29095,Tractor,-2.3479825
26616,Leopard,-2.34708635
41505,Crocodile,-2.34593215
13021,Spider,-2.3453737500000003
20109,Ray,-2.3453007999999995
1194,Squirrel,-2.3451603500000004
4176,Lizard,-2.3450697
10172,Camel,-2.3437132
45566,Maple Tree,-2.3434243500000003
28187,Bowl,-2.3432888
2958,Seal,-2.3428652
49258,Seal,-2.3422884
40985,Pine Tree,-2.3414101499999997
12944,Camel,-2.3409051
1679,Otter,-2.3407351
33410,Bridge,-2.3407175
39076,Otter,-2.3404876999999997
35834,Maple Tree,-2.340486
12959,Bowl,-2.34026325
26623,Chimpanzee,-2.33996585
32650,Seal,-2.33981265
30272,Leopard,-2.3395542999999996
40582,Spider,-2.3393529500000003
9748,Lizard,-2.33926165
35766,Mushroom,-2.3389278
49874,Oak Tree,-2.33861495
35016,Forest,-2.3376744
33381,Bear,-2.3374577
6639,Keyboard,-2.33739855
43643,Beetle,-2.336065
46495,Girl,-2.33574925
28110,Worm,-2.3341236
12988,Butterfly,-2.33342715
35656,Lamp,-2.3330929
32915,Squirrel,-2.33234515
13904,Rocket,-2.33105145
25025,Girl,-2.33086755
27408,Bottle,-2.3305169
48644,Otter,-2.33003875
12179,Aquarium Fish,-2.3295727499999996
6358,Seal,-2.3294751500000004
48363,Bear,-2.3292655
5780,Seal,-2.3290815499999997
32597,Snake,-2.32851375
1561,Tulip,-2.32805865
43926,Cockroach,-2.32799555
38347,Whale,-2.32773175
20949,Orange,-2.3277291
39911,Elephant,-2.32734785
20660,Worm,-2.32658805
19712,Tank,-2.3261751000000004
32058,Lobster,-2.32615745
29745,Crocodile,-2.32614565
14266,Trout,-2.3260675499999994
48011,Lizard,-2.32583715
46434,Aquarium Fish,-2.32483115
48579,Baby,-2.3246056
7748,Willow Tree,-2.32332085
38606,Turtle,-2.32248615
40075,Man,-2.3218347
22556,Keyboard,-2.32168945
8103,Lamp,-2.3215774999999996
14160,Lamp,-2.32144795
31050,Sea,-2.3208597500000003
2363,Kangaroo,-2.32058455
4462,Snail,-2.3203350499999997
21259,Mouse,-2.3200386
41621,Possum,-2.3199246
27187,Worm,-2.31861175
49466,Cup,-2.31820295
46703,Boy,-2.31796005
13145,Bottle,-2.31754935
45136,Shrew,-2.3168054
23167,Plain,-2.3157967499999996
40764,House,-2.3157049500000007
14798,Shrew,-2.31525275
17825,Tractor,-2.3149774499999998
11951,Table,-2.31484515
11830,Shrew,-2.3144858999999998
31315,Willow Tree,-2.314381
9360,Kangaroo,-2.3143655
38978,Cattle,-2.31411075
38250,Butterfly,-2.3138418
12008,Caterpillar,-2.3137895
40523,Cloud,-2.3137485499999997
26490,Lizard,-2.31096635
17005,Girl,-2.3099206499999996
33618,Seal,-2.3092917
41283,Man,-2.3081017999999998
17831,Pine Tree,-2.3080796
2574,Seal,-2.3076499
49752,Rabbit,-2.3064997500000004
33086,Cloud,-2.3049806
46084,Telephone,-2.3044778000000004
8030,Mouse,-2.3044662999999996
21289,Crab,-2.304329
11595,Can,-2.3042746000000003
15559,Beaver,-2.3041648500000003
7141,Cup,-2.3034283
47705,Woman,-2.3030882999999998
25684,Flatfish,-2.3024652
23911,Trout,-2.302014
26646,Beaver,-2.3019234
45331,Forest,-2.3014874
20798,Plain,-2.3010287500000004
8345,Ray,-2.3009537
35447,Man,-2.3009516
35111,Can,-2.3005225000000005
36782,Seal,-2.30051115
46245,Bowl,-2.3000996000000002
31984,Whale,-2.3000407000000003
48777,Pear,-2.2986905
38870,Turtle,-2.2981059999999998
40936,Woman,-2.2972715
13508,Boy,-2.2965704000000002
8931,Pine Tree,-2.2959951
43056,Television,-2.2956825500000004
40619,Lawn Mower,-2.2948643
32432,Trout,-2.2941878
45396,Lawn Mower,-2.29377775
26634,Snake,-2.29365955
10800,Elephant,-2.2927132500000003
6119,Lamp,-2.2925297000000002
22219,Pear,-2.2923054499999997
17175,Bridge,-2.2922194499999997
563,Boy,-2.2918648999999998
39717,Flatfish,-2.2914892499999997
16366,Lamp,-2.2914678000000004
11016,Pine Tree,-2.2913663
40489,Couch,-2.2907502500000003
25475,Kangaroo,-2.2906227999999995
5646,Bear,-2.28950415
40018,Snake,-2.2894448499999998
25876,Shrew,-2.2889445
40109,Lizard,-2.28890605
26938,Cockroach,-2.2888450000000002
43985,Snake,-2.2888298000000002
15542,Wolf,-2.28876185
13214,Bus,-2.2883666
18791,Girl,-2.288283
44287,Road,-2.28701025
49924,Bear,-2.2868997
32399,Otter,-2.2863245
21368,Rose,-2.2859564999999997
23514,Aquarium Fish,-2.2851317
25418,Mouse,-2.28502355
34419,Plain,-2.2847482
3154,Plate,-2.28383145
19387,Lizard,-2.2836783
23906,Kangaroo,-2.28364315
15274,Apple,-2.2831474500000004
12323,Dinosaur,-2.28273785
14442,Bottle,-2.2825126000000004
24866,Wolf,-2.2822495000000003
22550,Camel,-2.28223065
42620,Train,-2.2817089
681,Orange,-2.2815613499999996
8789,Cattle,-2.2815065499999996
35483,Oak Tree,-2.2798475
30754,Wolf,-2.2790392500000003
18615,Lobster,-2.2787861
19116,Turtle,-2.2781777500000002
17359,Bridge,-2.27813795
46871,Lamp,-2.27665125
35983,Mouse,-2.27526095
4800,Keyboard,-2.2748888
11029,Pickup Truck,-2.2739355999999997
43092,Train,-2.273654
28140,Orchid,-2.2724519
40667,House,-2.2721251999999996
1603,Train,-2.2720993
10573,Mushroom,-2.2720185500000003
487,Palm Tree,-2.2716384000000005
23970,Baby,-2.27104675
18286,Bear,-2.2706364000000003
49336,Lamp,-2.2705766
42468,Turtle,-2.2703918
19790,Plate,-2.27024885
8684,Bee,-2.2687767
25653,Couch,-2.26876665
15123,Willow Tree,-2.2687235
34739,Lizard,-2.2686267000000004
42385,Trout,-2.2680439000000003
25354,Mushroom,-2.2673479
29563,Girl,-2.2668178
23365,Possum,-2.26622795
48765,Kangaroo,-2.2649787
42658,Bottle,-2.2648580000000003
13726,Skyscraper,-2.26430415
40448,Bowl,-2.2642290999999997
6210,Bowl,-2.2635992
26703,Camel,-2.2634540000000003
29974,Possum,-2.26344255
17135,Mouse,-2.26342065
48493,Shrew,-2.2619135
34679,Ray,-2.26136625
7006,Bowl,-2.2598901000000002
22740,Train,-2.2588979
23312,Can,-2.25867045
48828,Kangaroo,-2.2586132
25160,Flatfish,-2.2583181999999997
39497,Forest,-2.2582025
26132,House,-2.25815535
6739,Rose,-2.2572750999999998
24999,Sea,-2.2565561
28341,Otter,-2.25650015
40160,Raccoon,-2.25601545
2933,Woman,-2.2559316999999997
16552,Clock,-2.2558856499999997
14802,Turtle,-2.25469265
1213,Bed,-2.2545159
15042,Beetle,-2.2543834499999997
41846,Spider,-2.2540460500000004
48510,Cup,-2.2540372499999997
43319,Bear,-2.2534524
13425,Shark,-2.25320455
4580,Pine Tree,-2.2531901999999997
9660,Keyboard,-2.2518336999999997
27390,Tractor,-2.2497378
42307,Otter,-2.2495806000000003
3762,Spider,-2.2494958
46970,Seal,-2.2486073
20933,Butterfly,-2.24830945
21102,Fox,-2.24787535
22083,Snake,-2.24780115
40821,Bottle,-2.2474095
36232,Beaver,-2.24698585
21810,Otter,-2.24489515
30889,Forest,-2.2443937
43866,Sunflower,-2.24417785
19248,Mushroom,-2.24367935
47086,Shrew,-2.24361055
12124,Beetle,-2.2435612
32300,Camel,-2.2433401500000003
8306,Beetle,-2.24281995
10642,Forest,-2.2421153499999997
13621,Lamp,-2.2420649999999998
10207,Boy,-2.2419712499999997
17696,Elephant,-2.2412376
33050,Rabbit,-2.2405456
25472,Whale,-2.2393495999999997
44002,Rabbit,-2.2388809
14405,Flatfish,-2.2386876
16235,Shark,-2.2382796000000003
49676,Can,-2.2376193
10617,Orchid,-2.2375111999999997
33044,Shrew,-2.23705555
15693,Bowl,-2.2351484
13381,Woman,-2.2346895499999997
36598,Lobster,-2.23468635
4266,Mushroom,-2.2346139000000003
11779,Seal,-2.233695
47636,Worm,-2.23289785
1118,Lizard,-2.23263405
17761,Cup,-2.2320527
37238,Beaver,-2.2320146999999997
18101,Porcupine,-2.2318254
23032,Crocodile,-2.2316042
18217,Lamp,-2.2313994999999998
23240,Pear,-2.2311696000000003
35641,Beaver,-2.2310062
19191,Beaver,-2.2307408
34376,Camel,-2.2302972
26917,Boy,-2.22983855
12905,Squirrel,-2.22857135
4497,Maple Tree,-2.22837795
9488,Turtle,-2.22794875
46059,Pine Tree,-2.2278012
19734,Rabbit,-2.2271131000000004
40094,Pine Tree,-2.2264707
48756,Bowl,-2.2261398000000003
20125,Dolphin,-2.2248738999999995
42112,Fox,-2.22476335
26163,Shark,-2.22331405
34227,Otter,-2.22263
29218,Aquarium Fish,-2.2222702
27716,Tiger,-2.22193535
23980,Turtle,-2.2213985999999997
6730,House,-2.22139795
17006,Shrew,-2.2213483
9044,Bowl,-2.2208809
47229,Ray,-2.2206878500000005
11695,Leopard,-2.2189563000000003
39819,Streetcar,-2.2184419999999996
9674,Couch,-2.2184235
3907,Rocket,-2.21776035
41267,Lizard,-2.21771445
29514,Forest,-2.21770145
36481,Apple,-2.21764555
20044,Cockroach,-2.21714465
45996,Turtle,-2.21682715
11792,Bear,-2.2148863000000003
24117,Lizard,-2.21470425
32804,Turtle,-2.2138688999999996
34588,Lion,-2.2137558
44568,Beaver,-2.2137262
46364,Lobster,-2.2133708
15928,Bus,-2.21328045
38756,Cup,-2.21296275
13310,Girl,-2.21263215
43928,Girl,-2.21216315
47026,Bear,-2.21209185
37782,Mushroom,-2.21143315
6971,Sweet Pepper,-2.2110358000000003
18182,Mouse,-2.2108482
23755,Mouse,-2.21031485
12707,Woman,-2.2101034999999998
36283,Otter,-2.20984955
40130,Cloud,-2.2091941
27756,Possum,-2.2089378
18378,Spider,-2.2088204499999997
25445,Otter,-2.2075145999999997
30084,Tractor,-2.20712825
46985,Lawn Mower,-2.2067173999999996
37058,Boy,-2.2065946
2526,Crocodile,-2.2062098
4066,Porcupine,-2.20612455
9147,Mouse,-2.2050879500000002
18907,Tank,-2.20388285
30499,Turtle,-2.20346165
46489,Girl,-2.2031624499999998
17627,Man,-2.20248805
30882,Mouse,-2.2019751
39321,Forest,-2.2018143500000003
22113,Turtle,-2.20094905
17848,Bus,-2.2008637
32853,Maple Tree,-2.20020515
27405,Lizard,-2.1995727499999997
39441,Boy,-2.19941545
16452,Boy,-2.1987994
28166,Bowl,-2.19839335
38539,Dinosaur,-2.1974065
16151,Cloud,-2.1971738000000003
38626,Pear,-2.1971148499999997
1465,Rocket,-2.1970649
26536,Train,-2.1952436499999997
33968,Plain,-2.19514825
16065,Seal,-2.1940999999999997
22507,Woman,-2.1939973
16471,Pine Tree,-2.1939329
17210,Forest,-2.1933821499999997
12890,Wolf,-2.1933036
45628,Forest,-2.1932479
8919,Television,-2.1931988999999996
17433,Dolphin,-2.1931316499999998
48594,Rocket,-2.19311265
46184,Dolphin,-2.1929269500000004
27786,Butterfly,-2.1924429
13781,Clock,-2.1921993
43912,Seal,-2.192076
26476,Beaver,-2.1918452999999998
34147,Couch,-2.1917257
27051,Beetle,-2.19163805
29136,Squirrel,-2.1910916
25731,Flatfish,-2.1909343000000003
23172,Snake,-2.1901740000000003
20840,Mouse,-2.1900135499999998
38442,Poppy,-2.18972355
14436,Beaver,-2.18962395
13160,Tulip,-2.18952605
38751,Mushroom,-2.1894318
8097,Cattle,-2.1885297
6364,Couch,-2.18826845
46752,Worm,-2.18628425
16885,Sweet Pepper,-2.1855927
11693,Clock,-2.1846407
33462,Porcupine,-2.18411725
31179,Bridge,-2.18397195
48985,Snail,-2.18371415
12756,Leopard,-2.18365845
43342,Camel,-2.18351075
34380,Poppy,-2.18332505
9744,Tulip,-2.1830493499999997
7177,Mushroom,-2.1830366999999997
45417,Rocket,-2.1822010499999998
27830,Caterpillar,-2.1811868
47274,Sea,-2.1810405
32688,Baby,-2.18083945
36262,Tulip,-2.18003575
14953,Sweet Pepper,-2.1797858000000003
13550,Boy,-2.17969415
9979,Rabbit,-2.1795285
31079,Bottle,-2.1784767
23573,Caterpillar,-2.1781244500000003
11950,Beaver,-2.17708315
16932,Kangaroo,-2.1770690999999998
40407,Shrew,-2.17597805
37359,Mouse,-2.17594185
42456,Hamster,-2.17533125
19955,Pear,-2.17437945
2004,Can,-2.1743549
137,Cattle,-2.1741433
41391,Baby,-2.17374615
42938,Camel,-2.1727979
39817,Porcupine,-2.1725634
14258,Mouse,-2.17247485
25793,Plate,-2.1723714000000003
31016,Dinosaur,-2.1719471
18196,Boy,-2.1717258
40659,Beaver,-2.17168815
10938,Television,-2.1716734499999997
9786,Tiger,-2.17141785
18819,Seal,-2.1711965500000003
36271,Table,-2.1711785999999997
41184,Forest,-2.17113765
41680,House,-2.1710033500000003
11348,Forest,-2.17039625
45833,Caterpillar,-2.1698800499999997
34852,Pine Tree,-2.1698482
12047,Dinosaur,-2.1694282499999997
34545,Dinosaur,-2.16878625
34179,Bottle,-2.1686011499999998
8048,Bowl,-2.16792775
7962,Seal,-2.1678475
42533,Cloud,-2.1678246000000003
47085,Streetcar,-2.16693725
36773,Leopard,-2.16595
4682,Mouse,-2.1655847
43215,Mouse,-2.16358475
452,Train,-2.1634923
20064,Pear,-2.163276
1803,Crab,-2.1632496999999997
5689,Squirrel,-2.1625846
27209,Lizard,-2.1619594
13357,Spider,-2.16175435
24217,Possum,-2.1616587999999997
